row_id,claim,true_label,classifier_label,committed_ddg_final_label,google_candidate_count,source,verdict,reason,google_reason,google_error,final_label
88,Timeline: Zika's origin and global spread. The following timeline charts the origin and spread of the Zika virus from its discovery nearly 70 years ago: 1947: Scientists researching yellow fever in Uganda’s Zika Forest identify the virus in a rhesus monkey 1948: Virus recovered from Aedes africanus,real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
89,"The Fantasy of a Better Iran Deal. Some are insisting on a “better deal” than the framework nuclear agreement reached with Iran on April 2. But the idea of a better deal is a chimera, an illusory option, and it should not lull us into thinking there is another agreement to be had if only we were to",real,real,real,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
90,"The awful truth about climate change no one wants to admit. There has always been an odd tenor to discussions among climate scientists, policy wonks, and politicians, a passive-aggressive quality, and I think it can be traced to the fact that everyone involved has to dance around the obvious truth,",real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
91,"A New Victim Just Accused Clarence Thomas Of Sexual Assault. In light of the tidal wave of sexual assault allegations leveled at Republican nominee Donald Trump and the firestorm of controversy it has provoked, we shouldn’t be surprised that more women are coming forth to tell their stories of abuse",fake,fake,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
92,"Why Clinton remains inevitable — almost. Unless she’s indicted, Hillary Clinton will win the Democratic nomination. That kind of sentence is rarely written about a major presidential candidate. But I don’t see a realistic third alternative (except for one long-shot, below). Clinton is now hostage to",real,real,fake,0,ddg_deberta,supported,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
93,"’NieR: Automata’ – ’Glory to Mankind’ Trailer - Breitbart. Platinum Games is bringing Nier: Automata, the sequel to action RPG Nier, to the Playstation 4 on March 7 as players fight extraterrestrial machines as android protectors of humanity",real,real,real,0,ddg_deberta,refuted,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
94,"“Not A ‘Real’ Union”: Emails Show Clinton Campaign Attacks On Nurses. Robby Mook, the manager for Hillary Clinton’s presidential campaign, urged staff to attack National Nurses United (NNU) as “fringe” and suggested they were “not a ‘real’ union,” according to emails published by WikiLeaks. NNU gave",fake,fake,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
95,Why Netanyahu victory isn't likely to make US-Israel relations worse (+video). Israeli Prime Minister Benjamin Netanyahu and US President Obama don't see eye-to-eye on much. But there are ways for allies to get along even when their leaders don't. It’s safe to say that President Obama was hoping for,real,real,fake,0,ddg_deberta,refuted,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
96,"Hillary Clinton KNEW 5 years ago Anthony Weiner was a Pedophile - Wikileaks. A WikiLeak’s email released on Monday reveals Clinton staffers knew as early as 2011 that Anthony Weiner had been messaging an underage girl but chose to take no action. In June of 2011, John Podesta, chair of Hillary Clint",fake,fake,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
97,"If Congress rejects nuclear deal, would US be the pariah? (+video). After 9/11, George W. Bush favored isolation and military action over diplomacy – an approach that didn't win over other countries. Now, the US could again find itself on the outs with others if it rejects the Iran nuclear deal. Cha",real,real,real,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
98,"You’re a Nazi, and other shocking truths according to Trump’s fact-checking rules. Donald Trump has long been at odds with our beleaguered leagues of fact-checkers, who regularly award him “Pants on Fire,” “Four Pinocchios” and other colorful rulings on his truthiness. Yet somehow such definitive, u",real,real,real,0,ddg_deberta,refuted,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,fake
99,Hillary Torches the Bern in NY Blowout. The Democratic frontrunner won decisively to take a stranglehold on the race despite all of Sanders’s rallies and celebrity endorsements. Sanders spent the week sowing the seeds of doubt within Clinton’s coalition—blistering her for her association with Wall S,real,real,fake,0,none,insufficient,DDG evidence evaluated with DeBERTa NLI,no Google fact-check match,,real
